0,300708
1,002199
2,600666
3,002427
4,600238
5,300023
6,300657
7,002868
8,300090
9,603429
10,603612
11,002692
12,603659
13,300585
14,603289
15,300526
16,603826
17,002830
18,601113
19,600767
20,603557
21,603127
22,300662
23,300616
24,603222
25,300699
26,603823
27,600025
28,000912
29,600538
30,300750
31,300635
32,002207
33,002827
34,600732
35,002638
36,002916
37,600094
38,002853
39,300581
40,300596
41,300584
42,603363
43,603377
44,300454
45,600757
46,002408
47,600317
48,600234
49,300601
50,300588
51,002607
52,000063
53,603345
54,002647
55,000403
56,000089
57,603638
58,600870
59,600145
60,002865
61,002450
62,002323
63,000029
64,601100
65,000802
66,300609
67,002100
68,300602
69,600023
70,603183
71,603039
72,002850
73,600556
74,300759
75,300577
76,603787
77,300715
78,300664
79,603181
80,002691
81,600712
82,603886
83,300523
84,300725
85,000726
86,603259
87,600340
88,603208
89,603908
90,002847
91,603033
92,600011
93,600593
94,603360
95,600201
96,002486
97,600059
98,603536
99,603686
100,002168
101,600335
102,300633
103,603326
104,300685
105,002839
106,002829
107,600301
108,600247
109,603268
110,002311
111,603186
112,002385
113,603998
114,002820
115,601717
116,002254
117,002841
118,002882
119,002742
120,600811
121,603855
122,601886
123,000919
124,002193
125,000709
126,603238
127,300632
128,600439
129,600614
130,601228
131,000552
132,300607
133,002858
134,000710
135,603385
136,603505
137,300452
138,603165
139,300682
140,600399
141,600997
142,000048
143,603056
144,603079
145,601992
146,002857
147,300576
148,300612
149,000155
150,603667
151,600265
152,603416
153,600815
154,603811
155,300747
156,000707
157,002412
158,002191
159,600665
160,300649
161,600575
162,600365
163,600648
164,600027
165,603689
166,600033
167,002029
168,601360
169,002082
170,002211
171,600131
172,300702
173,002819
174,600897
175,600747
176,600165
177,300669
178,600277
179,000576
180,600539
181,300572
182,603665
183,603829
184,000526
185,300617
186,603388
187,600751
188,002301
189,603986
190,603383
191,002085
192,002898
193,002849
194,000605
195,000615
196,300631
197,002833
198,000585
199,601326
200,600320
201,000669
202,300640
203,002879
204,000055
205,002883
206,300650
207,600729
208,002654
209,603928
210,300666
211,603577
212,603660
213,603679
214,601107
215,603655
216,300624
217,000791
218,603139
219,603037
220,002880
221,300711
222,002823
223,000540
224,600488
225,603110
226,601949
227,300571
228,002600
229,603839
230,000056
231,600515
232,300643
233,300705
234,600807
235,603595
236,300613
237,603580
238,600890
239,603881
240,002856
241,601086
242,000868
243,603076
244,300608
245,600749
246,600078
247,600280
248,603696
249,300622
250,000950
251,002760
252,603466
253,603359
254,002175
255,300174
256,300411
257,600939
258,603656
259,002075
260,603444
261,603089
262,000673
263,300578
264,603129
265,603025
266,002333
267,603990
268,002932
269,300636
270,603813
271,300665
272,600608
273,002102
274,603316
275,601162
276,600864
277,300137
278,300561
279,603016
280,000736
281,600817
282,600903
283,603196
284,603488
285,002899
286,000958
287,300086
288,300534
289,603138
290,002445
291,002630
292,601021
293,002252
294,002374
295,601099
296,300266
297,002907
298,300599
299,603699
300,300268
301,300537
302,603050
303,600976
304,600332
305,002825
306,600996
307,601606
308,300621
309,000893
310,601860
311,603269
312,300510
313,300210
314,300334
315,603929
316,603630
317,603177
318,600682
319,603585
320,002826
321,603229
322,300566
323,603320
324,600289
325,300085
326,002855
327,300625
328,603713
329,300718
330,603036
331,601869
332,600133
333,603879
334,600550
335,300591
336,300490
337,603378
338,000593
339,603615
340,002843
341,603013
342,601975
343,300611
344,002178
345,002872
346,603032
347,600975
348,603080
349,002886
350,300626
351,000859
352,603559
353,603178
354,603693
355,000723
356,600874
357,002711
358,000611
359,002565
360,000610
361,601990
362,603966
363,300589
364,300680
365,002619
366,002930
367,600422
368,300573
369,002909
370,600816
371,603555
372,603596
373,603616
374,603260
375,300766
376,002851
377,601519
378,002748
379,603628
380,300712
381,603305
382,600318
383,002739
384,603040
385,603319
386,603286
387,300627
388,603717
389,300535
390,002457
391,000750
392,300593
393,300605
394,002699
395,300654
396,601882
397,002852
398,002018
399,601619
400,002816
401,300697
402,002665
403,603081
404,600804
405,000533
406,600240
407,002170
408,000990
409,603578
410,600818
411,300281
412,002840
413,002901
414,600425
415,002824
416,300645
417,000018
418,300710
419,002059
420,002662
421,300698
422,300592
423,002481
424,600654
425,600081
426,600929
427,002411
428,603677
429,300198
430,002069
431,603722
432,600149
433,002569
434,002575
435,300647
436,600651
437,600268
438,300619
439,601798
440,300586
441,603683
442,300128
443,002124
444,601311
445,600776
446,002219
447,603607
448,300518
449,600517
450,000590
451,603321
452,002054
453,000638
454,002188
455,300675
456,002836
457,600275
458,000622
459,002122
460,600008
461,002278
462,000711
463,002813
464,300681
465,300655
466,002086
467,600084
468,600218
469,300606
470,603817
471,002089
472,002477
473,600242
474,600146
475,603083
476,300730
477,300678
478,600122
479,000518
480,002359
481,603533
482,300466
483,300689
484,300634
485,300597
486,600518
487,002370
488,002259
489,600462
490,000953
491,002910
492,002505
493,002846
494,600701
495,000816
496,603822
497,002946
498,600128
499,002931
500,002005
501,000038
502,600375
503,002210
504,600421
505,000587
506,603991
507,300194
508,300610
509,002356
510,603797
511,300152
512,002684
513,000935
514,002072
515,601330
516,300746
517,600112
518,000504
519,300313
520,600687
521,002629
522,300676
523,000409
524,000911
525,002306
526,002464
527,002950
528,002143
529,002194
530,603996
531,000422
532,000982
533,603335
534,600891
535,300663
536,300656
537,600108
538,603668
539,300603
540,603657
541,002147
542,600235
543,000971
544,002157
545,002263
546,603882
547,603192
548,002496
549,600179
550,603729
551,600634
552,603712
553,603955
554,002864
555,002090
556,603330
557,002905
558,002113
559,000981
560,000760
561,002908
562,603133
563,002862
564,002501
565,603887
566,002877
567,601700
568,603960
569,603903
570,300176
571,300620
572,300629
573,300354
574,002761
575,300169
576,603650
577,300667
578,603706
579,601068
580,002933
581,600290
582,000793
583,300762
584,300618
585,603386
586,600198
587,603977
588,603301
589,603232
590,000862
591,600734
592,002903
593,603058
594,300089
595,000890
596,002902
597,603617
598,603738
599,300267
600,300742
601,600160
602,300696
603,002668
604,300139
605,600532
606,002213
607,601212
608,002896
609,300693
610,300722
611,300175
612,603527
613,603843
614,002828
615,300600
616,600175
617,002848
618,600086
619,002863
620,300692
621,300543
622,300688
623,002927
624,000856
625,603105
626,600150
627,002951
628,002077
629,603045
630,601777
631,300337
632,600695
633,300684
634,002941
635,300706
636,300707
637,300362
638,300110
639,002547
640,600624
641,002451
642,002458
643,300745
644,000702
645,603603
646,600783
647,600895
648,603336
649,300743
650,603000
651,300598
652,300781
653,601865
654,002806
655,600710
656,600463
657,002776
658,603956
659,603389
660,002243
661,603721
662,603690
663,603681
664,300775
665,000068
666,600393
667,600359
668,300604
669,300700
670,002915
671,603283
672,300748
673,300777
674,300691
675,300554
676,600604
677,600095
678,002260
679,000995
680,000939
681,600610
682,600074
683,300104
684,300028
685,002680
686,002604
