date,close,d_return
2016-10-28,3340.13,-0.0016648235047971305
2016-10-31,3336.28,-0.0011526497471655572
2016-11-01,3359.05,0.0068249667294111305
2016-11-02,3333.35,-0.007650972745270268
2016-11-03,3365.08,0.009518952405237924
2016-11-04,3354.17,-0.0032421220297882414
2016-11-07,3356.59,0.0007214899662211227
2016-11-08,3371.12,0.004328797976517862
2016-11-09,3353.05,-0.005360236360616
2016-11-10,3390.61,0.011201741697857148
2016-11-11,3417.22,0.007848145318983812
2016-11-14,3430.25,0.0038130410099437295
2016-11-15,3429.87,-0.00011077909773338224
2016-11-16,3429.59,-8.16357471273843e-05
2016-11-17,3436.53,0.002023565499083002
2016-11-18,3417.46,-0.005549202247616125
2016-11-21,3441.11,0.006920344349311991
2016-11-22,3468.36,0.007918956383260012
2016-11-23,3474.73,0.0018366028901266596
2016-11-24,3488.74,0.004031967951466653
2016-11-25,3521.3,0.009332882358674022
2016-11-28,3535.08,0.0039133274642886295
2016-11-29,3564.04,0.008192176697557008
2016-11-30,3538.0,-0.007306315305103173
2016-12-01,3565.04,0.007642736009044748
2016-12-02,3528.95,-0.010123308574377932
2016-12-05,3469.41,-0.016871874070190862
2016-12-06,3459.15,-0.0029572751562945143
2016-12-07,3475.75,0.0047988667736293955
2016-12-08,3470.14,-0.0016140401352227052
2016-12-09,3493.7,0.006789351438270419
2016-12-12,3409.18,-0.024192117239602684
2016-12-13,3405.04,-0.001214368264509269
2016-12-14,3378.95,-0.0076621713694994265
2016-12-15,3340.43,-0.011399991121502251
2016-12-16,3346.03,0.0016764308786594295
2016-12-19,3328.98,-0.005095590894283686
2016-12-20,3309.06,-0.005983814862210113
2016-12-21,3338.54,0.008908874423552371
2016-12-22,3335.67,-0.0008596572154294657
2016-12-23,3307.6,-0.008415101014189075
2016-12-26,3322.4,0.00447454347563192
2016-12-27,3316.39,-0.0018089333012281106
2016-12-28,3301.89,-0.004372224014666526
2016-12-29,3297.76,-0.0012507987849381674
2016-12-30,3310.08,0.003735869196060282
2017-01-03,3342.23,0.00971275618716172
2017-01-04,3368.31,0.0078031733303811635
2017-01-05,3367.79,-0.00015438008971857542
2017-01-06,3347.67,-0.005974244237318849
2017-01-09,3363.9,0.004848148114957596
2017-01-10,3358.27,-0.0016736526056065903
2017-01-11,3334.5,-0.007078049114573881
2017-01-12,3317.62,-0.005062228220123033
2017-01-13,3319.91,0.0006902538566804228
2017-01-16,3319.45,-0.0001385579729571429
2017-01-17,3326.36,0.0020816701562007545
2017-01-18,3339.37,0.0039111821931479
2017-01-19,3329.29,-0.0030185334359474902
2017-01-20,3354.89,0.007689327153837633
2017-01-23,3364.08,0.0027392850436229743
2017-01-24,3364.45,0.00010998549380514255
2017-01-25,3375.9,0.0034032308401077405
2017-01-26,3387.96,0.0035723806984804263
2017-02-03,3364.49,-0.00692747257936932
2017-02-06,3373.21,0.0025917746820469656
2017-02-07,3365.68,-0.0022322950542659203
2017-02-08,3383.29,0.005232226474293444
2017-02-09,3396.29,0.003842413745200668
2017-02-10,3413.49,0.005064349628565168
2017-02-13,3436.27,0.006673521820775852
2017-02-14,3435.8,-0.00013677621374330595
2017-02-15,3421.71,-0.004100937190756215
2017-02-16,3440.93,0.005617074503683872
2017-02-17,3421.44,-0.0056641663736256564
2017-02-20,3471.39,0.014599116161616132
2017-02-21,3482.82,0.0032926291773613947
2017-02-22,3489.76,0.0019926381495454226
2017-02-23,3473.32,-0.004710925679702882
2017-02-24,3473.85,0.0001525917565901036
2017-02-27,3446.22,-0.007953711300142552
2017-02-28,3452.81,0.0019122400775342108
2017-03-01,3458.44,0.0016305559819393967
2017-03-02,3435.1,-0.006748707509744323
2017-03-03,3427.86,-0.00210765334342522
2017-03-06,3446.48,0.005431960465129837
2017-03-07,3453.96,0.002170330308024493
2017-03-08,3448.73,-0.0015142039861492096
2017-03-09,3426.94,-0.006318267884119599
2017-03-10,3427.89,0.00027721524158574873
2017-03-13,3458.1,0.008813001584064839
2017-03-14,3456.69,-0.0004077383534309975
2017-03-15,3463.64,0.0020105939497032654
2017-03-16,3481.51,0.005159312168701247
2017-03-17,3445.81,-0.010254171322213734
2017-03-20,3449.61,0.0011027886041308221
2017-03-21,3466.35,0.0048527224816716785
2017-03-22,3450.05,-0.00470235261874874
2017-03-23,3461.98,0.003457920899696987
2017-03-24,3489.6,0.00797809346096745
2017-03-27,3478.04,-0.0033127005960568168
2017-03-28,3469.81,-0.002366275258478878
2017-03-29,3465.19,-0.0013314850092656094
2017-03-30,3436.76,-0.008204456321298403
2017-03-31,3456.05,0.005612844656013305
2017-04-05,3503.89,0.013842392326499864
2017-04-06,3514.05,0.0028996344063312307
2017-04-07,3517.46,0.0009703902904056871
2017-04-10,3505.14,-0.0035025273919249145
2017-04-11,3517.33,0.0034777498188374167
2017-04-12,3509.44,-0.0022431787748092846
2017-04-13,3514.57,0.0014617716786724522
2017-04-14,3486.5,-0.007986752291176513
2017-04-17,3479.94,-0.001881543094794158
2017-04-18,3462.74,-0.004942613953114239
2017-04-19,3445.88,-0.004868976590792218
2017-04-20,3461.55,0.004547459574912649
2017-04-21,3466.79,0.00151377273186859
2017-04-24,3431.26,-0.010248673845257406
2017-04-25,3440.97,0.0028298642481185965
2017-04-26,3445.18,0.0012234922129514825
2017-04-27,3446.72,0.00044700131778308005
2017-04-28,3439.75,-0.0020222124222448734
2017-05-02,3426.58,-0.0038287666254814834
2017-05-03,3413.13,-0.003925196551663679
2017-05-04,3404.39,-0.0025606994166645913
2017-05-05,3382.55,-0.006415246196822211
2017-05-08,3358.81,-0.007018373712140313
2017-05-09,3352.53,-0.0018697098079378804
2017-05-10,3337.7,-0.004423524919985877
2017-05-11,3356.65,0.005677562393265001
2017-05-12,3385.38,0.008559128893390833
2017-05-15,3399.19,0.004079305720480431
2017-05-16,3428.65,0.00866677061299903
2017-05-17,3409.97,-0.0054482084785557605
2017-05-18,3398.11,-0.0034780364636638472
2017-05-19,3403.85,0.0016891742762887851
2017-05-22,3411.24,0.0021710709931401784
2017-05-23,3424.19,0.003796273495854985
2017-05-24,3424.17,-5.840797385636698e-06
2017-05-25,3485.66,0.017957636449124736
2017-05-26,3480.43,-0.0015004332034679324
2017-05-31,3492.88,0.0035771442034462364
2017-06-01,3497.74,0.0013914019376559672
2017-06-02,3486.51,-0.0032106445876478595
2017-06-05,3468.75,-0.005093919134033786
2017-06-06,3492.88,0.006956396396396336
2017-06-07,3533.87,0.011735301527679098
2017-06-08,3560.98,0.007671476313503289
2017-06-09,3576.17,0.00426567967244984
2017-06-12,3574.39,-0.0004977392014362536
2017-06-13,3582.27,0.00220457196892343
2017-06-14,3535.3,-0.013111797826517724
2017-06-15,3528.79,-0.0018414278844794962
2017-06-16,3518.76,-0.002842334057849838
2017-06-19,3553.67,0.009921108572337856
2017-06-20,3546.49,-0.0020204464680176892
2017-06-21,3587.96,0.01169325163753454
2017-06-22,3590.34,0.0006633295800400063
2017-06-23,3622.88,0.00906320849835951
2017-06-26,3668.09,0.012479022214370916
2017-06-27,3674.72,0.00180748018723631
2017-06-28,3646.17,-0.00776929942961635
2017-06-29,3668.83,0.006214740398829521
2017-06-30,3666.8,-0.0005533099107889461
2017-07-03,3650.85,-0.00434984182393372
2017-07-04,3619.98,-0.008455565142364119
2017-07-05,3659.68,0.010966911419399983
2017-07-06,3660.1,0.00011476413238309391
2017-07-07,3655.93,-0.0011393131335210027
2017-07-10,3653.69,-0.0006127031972712471
2017-07-11,3670.81,0.00468567393511754
2017-07-12,3658.82,-0.0032663090707499842
2017-07-13,3686.92,0.007680071717111048
2017-07-14,3703.09,0.004385774576068924
2017-07-17,3663.56,-0.010674868825764516
2017-07-18,3667.18,0.0009881099258644
2017-07-19,3729.75,0.017062156752600144
2017-07-20,3747.88,0.004860915610966021
2017-07-21,3728.6,-0.005144241544553285
2017-07-24,3743.47,0.0039880920452717294
2017-07-25,3719.56,-0.006387122108631793
2017-07-26,3705.39,-0.003809590381658068
2017-07-27,3712.19,0.0018351644496261699
2017-07-28,3721.89,0.002613012803762693
2017-07-31,3737.87,0.004293517540819414
2017-08-01,3770.38,0.008697466739078674
2017-08-02,3760.85,-0.002527596687867062
2017-08-03,3727.83,-0.008779930069000352
2017-08-04,3707.58,-0.005432114661881093
2017-08-07,3726.79,0.005181277275203788
2017-08-08,3732.21,0.0014543346955422365
2017-08-09,3731.04,-0.0003134871831971253
2017-08-10,3715.92,-0.004052489386337288
2017-08-11,3647.35,-0.018453034510969024
2017-08-14,3694.68,0.012976544614583085
2017-08-15,3706.06,0.003080104366278036
2017-08-16,3701.42,-0.0012520034753888964
2017-08-17,3721.28,0.005365508372462413
2017-08-18,3724.67,0.000910976868174318
2017-08-21,3740.99,0.004381596221947115
2017-08-22,3752.3,0.003023263895385986
2017-08-23,3756.09,0.00101004717106834
2017-08-24,3734.65,-0.005708063438309541
2017-08-25,3795.75,0.016360301500810026
2017-08-28,3842.71,0.012371731541856112
2017-08-29,3834.54,-0.0021261037132648264
2017-08-30,3834.3,-6.258899372535431e-05
2017-08-31,3822.09,-0.003184414365073218
2017-09-01,3830.54,0.0022108322933263036
2017-09-04,3845.62,0.003936781759229735
2017-09-05,3857.05,0.0029722125431010937
2017-09-06,3849.45,-0.001970417806354652
2017-09-07,3829.87,-0.005086440920131441
2017-09-08,3825.99,-0.0010130892171275052
2017-09-11,3825.65,-8.886588830592235e-05
2017-09-12,3837.93,0.00320991204109089
2017-09-13,3842.61,0.0012194073367675085
2017-09-14,3829.96,-0.003292033279463702
2017-09-15,3831.3,0.00034987310572431873
2017-09-18,3843.14,0.003090334873280476
2017-09-19,3832.12,-0.002867446931415496
2017-09-20,3842.44,0.002693026314416036
2017-09-21,3837.82,-0.0012023609997813267
2017-09-22,3837.73,-2.34508132220812e-05
2017-09-25,3817.79,-0.005195779796911215
2017-09-26,3820.78,0.0007831756068301665
2017-09-27,3821.2,0.00010992519851948934
